Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cambodia,2937791.0,2998566.0,3061746.0,3128856.0,3203108.0,3281937.0,3359325.0,3435948.0,3513369.0,3592694.0,3582079.0,3533249.0,3558601.0,3604115.0,3647255.0,3567110.0,3362802.0,3257365.0,3253038.0,3347187.0,3438845.0,3517282.0,3664795.0,3804601.0,3922408.0,4025935.0,4166423.0,4328938.0,4461057.0,4578922.0,4710866.0,4833727.0,5040679.0,5308856.0,5493539.0,5640129.0,5817240.0,6010002.0,6319971.0,6645856.0,6877901.0,7115410.0,7358391.0,7605028.0,7850711.0,8094493.0,8339771.0,8585443.0,8821310.0,9035347.0,9229566.0,9406090.0,9558034.0,9706910.0,9861420.0,10005482.0,10147460.0,10289375.0,10422129.0,10544941.0,10674662.0,10810814.0,10940260.0
Cameroon,2923676.0,2950384.0,2991917.0,3045644.0,3095432.0,3147009.0,3203714.0,3262746.0,3324674.0,3390090.0,3459291.0,3532380.0,3609725.0,3691489.0,3777654.0,3868404.0,3955316.0,4038189.0,4134270.0,4239202.0,4380449.0,4544528.0,4623098.0,4679042.0,4799422.0,4940609.0,5088209.0,5241741.0,5395945.0,5552375.0,5717817.0,5888591.0,6064640.0,6250128.0,6443647.0,6643985.0,6853638.0,7073620.0,7299935.0,7528987.0,7762774.0,8006316.0,8264272.0,8530686.0,8800483.0,9073084.0,9349184.0,9639577.0,9943768.0,10254363.0,10570734.0,10890637.0,11217872.0,11559587.0,11963449.0,12402017.0,12814437.0,13206590.0,13606407.0,14034248.0,14474160.0,14923302.0,15386690.0
Canada,10494001.0,10675681.0,10869371.0,11089817.0,11339648.0,11607495.0,11913272.0,12241477.0,12562690.0,12860518.0,13195025.0,13760122.0,14075044.0,14400708.0,14758665.0,15124940.0,15462972.0,15772616.0,16051583.0,16324135.0,16630720.0,16904979.0,17149439.0,17345144.0,17524588.0,17694335.0,17871252.0,18089501.0,18297611.0,18600984.0,18847999.0,19040955.0,19225645.0,19411102.0,19619681.0,19832495.0,20058467.0,20284244.0,20489628.0,20710473.0,20968129.0,21262292.0,21558268.0,21812234.0,22077714.0,22350146.0,22624574.0,22865623.0,23111668.0,23361613.0,23592245.0,23758358.0,23910513.0,24036987.0,24147355.0,24190332.0,24330226.0,24502656.0,24742773.0,24987960.0,25127758.0,25132144.0,25455715.0
Cayman Islands,4824.0,4873.0,4924.0,4977.0,5033.0,5108.0,5195.0,5295.0,5404.0,5515.0,5755.0,6175.0,6664.0,7168.0,7701.0,8247.0,8794.0,9346.0,9890.0,10448.0,11054.0,11704.0,12384.0,13090.0,13815.0,14559.0,15312.0,16070.0,16823.0,17610.0,18572.0,19687.0,20822.0,21959.0,23093.0,24219.0,25344.0,26453.0,27548.0,28628.0,29671.0,30720.0,31813.0,32928.0,34074.0,35254.0,36455.0,37677.0,38909.0,40120.0,41273.0,42346.0,43382.0,44433.0,45471.0,46470.0,47432.0,48348.0,49225.0,50063.0,50875.0,51368.0,51580.0
Central African Republic,937301.0,950685.0,964495.0,978558.0,994695.0,1013494.0,1033405.0,1054191.0,1075828.0,1098030.0,1119285.0,1138344.0,1155800.0,1173155.0,1191469.0,1210932.0,1226620.0,1237984.0,1249396.0,1260933.0,1272744.0,1285031.0,1297959.0,1311597.0,1325652.0,1339623.0,1353391.0,1367000.0,1384972.0,1416036.0,1456141.0,1498233.0,1544346.0,1594097.0,1646045.0,1692623.0,1738516.0,1790436.0,1844220.0,1900843.0,1960217.0,2008702.0,2058124.0,2111996.0,2158494.0,2208794.0,2250529.0,2287010.0,2330951.0,2377925.0,2421653.0,2443243.0,2437306.0,2422105.0,2381123.0,2365018.0,2406067.0,2451013.0,2498715.0,2559349.0,2634787.0,2691324.0,2753527.0
Chad,1678718.0,1704515.0,1730237.0,1756002.0,1779682.0,1805947.0,1836385.0,1866137.0,1896365.0,1927537.0,1959730.0,1992474.0,2026309.0,2061814.0,2096374.0,2126960.0,2152619.0,2174662.0,2196229.0,2230278.0,2190280.0,2151261.0,2300410.0,2458550.0,2454552.0,2440751.0,2520004.0,2624024.0,2722250.0,2818937.0,2882850.0,2995288.0,3139719.0,3173574.0,3206808.0,3372107.0,3536116.0,3634676.0,3744746.0,3872564.0,3998960.0,4120124.0,4259397.0,4452828.0,4694147.0,4905668.0,5083919.0,5257987.0,5450246.0,5653756.0,5848080.0,6063980.0,6291705.0,6536644.0,6795089.0,7015679.0,7242411.0,7504762.0,7785176.0,8067277.0,8347423.0,8644889.0,8947169.0
Chile,4648408.0,4737863.0,4832118.0,4930235.0,5031822.0,5137715.0,5246572.0,5356479.0,5468361.0,5583550.0,5703775.0,5829624.0,5958524.0,6090686.0,6228429.0,6370665.0,6514831.0,6660468.0,6807577.0,6955993.0,7105263.0,7253684.0,7401437.0,7548447.0,7694101.0,7839327.0,7985430.0,8133324.0,8281001.0,8424736.0,8564931.0,8703946.0,8842834.0,8981860.0,9121594.0,9262532.0,9405318.0,9551155.0,9700428.0,9853407.0,10010039.0,10169856.0,10333879.0,10502180.0,10674260.0,10850217.0,11028048.0,11202016.0,11369721.0,11532057.0,11686611.0,11832020.0,11967095.0,12091158.0,12211695.0,12328424.0,12467153.0,12668844.0,12909544.0,13146408.0,13314429.0,13423378.0,13458005.0
Colombia,7863959.0,8083498.0,8313930.0,8552851.0,8808143.0,9084650.0,9372475.0,9671804.0,9985467.0,10311218.0,10650951.0,10998285.0,11356833.0,11735224.0,12126788.0,12528664.0,12936490.0,13363618.0,13814818.0,14277953.0,14756400.0,15240893.0,15726831.0,16221285.0,16714046.0,17190242.0,17652525.0,18108971.0,18567026.0,19030955.0,19503642.0,19973088.0,20445476.0,20936261.0,21445139.0,21962775.0,22481811.0,23010541.0,23543493.0,24075732.0,24609531.0,25148826.0,25695703.0,26245043.0,26797208.0,27347850.0,27895361.0,28438763.0,28966906.0,29487399.0,30005339.0,30507350.0,30983933.0,31436885.0,31863569.0,32274550.0,32725009.0,33347909.0,34124172.0,34864151.0,35450454.0,35898966.0,36134433.0
Comoros,107519.0,108777.0,109966.0,111034.0,112067.0,113385.0,114995.0,116948.0,119379.0,122131.0,125151.0,128418.0,131911.0,135614.0,139514.0,143535.0,147713.0,152081.0,156569.0,161164.0,165744.0,169959.0,173626.0,177203.0,181127.0,185452.0,190199.0,195361.0,200913.0,206826.0,212830.0,218557.0,223950.0,229141.0,234464.0,240193.0,246358.0,252927.0,259869.0,265562.0,269838.0,274253.0,278879.0,285254.0,293749.0,302805.0,312043.0,321533.0,331409.0,341759.0,352544.0,363649.0,374956.0,386341.0,397726.0,409091.0,420518.0,431323.0,441139.0,450795.0,461089.0,471883.0,482706.0
Costa Rica,688790.0,711870.0,736355.0,762330.0,789790.0,818037.0,847079.0,877558.0,909473.0,942874.0,977835.0,1014532.0,1053164.0,1093890.0,1136606.0,1181081.0,1227110.0,1274345.0,1322438.0,1370972.0,1419534.0,1467929.0,1515991.0,1562881.0,1608705.0,1653955.0,1698518.0,1742637.0,1786703.0,1832023.0,1880066.0,1931617.0,1986798.0,2045185.0,2106650.0,2170718.0,2236953.0,2305443.0,2375728.0,2446816.0,2517713.0,2587214.0,2654548.0,2720174.0,2784591.0,2847875.0,2909548.0,2969169.0,3026781.0,3082319.0,3135435.0,3185886.0,3233851.0,3279106.0,3321820.0,3363122.0,3402685.0,3438731.0,3471412.0,3501710.0,3528858.0,3552172.0,3573975.0
Croatia,2716910.0,2732641.0,2754388.0,2780441.0,2807160.0,2833474.0,2859324.0,2884891.0,2912238.0,2939959.0,2963684.0,2982983.0,2997812.0,3009281.0,3020179.0,3031897.0,3044986.0,3057349.0,3068561.0,3078027.0,3090637.0,3117083.0,3153597.0,3186800.0,3209067.0,3221843.0,3232126.0,3243254.0,3253455.0,3261701.0,3267916.0,3202606.0,3119741.0,3137946.0,3177520.0,3149375.0,3092978.0,3067319.0,3056471.0,3035919.0,3000132.0,2881412.0,2878818.0,2877977.0,2877134.0,2878105.0,2876743.0,2874124.0,2872102.0,2870349.0,2869698.0,2863337.0,2851839.0,2838041.0,2816771.0,2781825.0,2750258.0,2702875.0,2661812.0,2628491.0,2600083.0,2478353.0,2449625.0
Cuba,4342091.0,4419570.0,4492328.0,4561961.0,4632192.0,4704568.0,4775281.0,4843708.0,4912948.0,4985273.0,5061836.0,5137967.0,5210749.0,5282438.0,5355677.0,5434169.0,5520905.0,5618179.0,5726296.0,5842216.0,5962145.0,6099540.0,6251424.0,6399769.0,6544892.0,6688413.0,6831192.0,6970329.0,7100098.0,7215012.0,7311810.0,7388953.0,7448108.0,7492585.0,7519707.0,7532917.0,7541026.0,7556229.0,7583593.0,7616129.0,7650864.0,7684033.0,7715033.0,7749263.0,7787077.0,7821875.0,7849474.0,7865453.0,7869219.0,7865348.0,7857563.0,7848484.0,7842497.0,7841392.0,7843110.0,7843206.0,7838384.0,7826960.0,7806524.0,7779726.0,7750885.0,7714020.0,7677039.0
Cyprus,337512.0,342843.0,348602.0,354337.0,359660.0,364699.0,369700.0,374573.0,379316.0,384064.0,388856.0,393673.0,398451.0,403457.0,404114.0,403677.0,409749.0,418734.0,427461.0,435713.0,443346.0,450358.0,456810.0,463143.0,469953.0,477362.0,485206.0,493245.0,501232.0,509022.0,516618.0,524117.0,531977.0,541649.0,553478.0,566650.0,580904.0,595925.0,611408.0,627130.0,642939.0,658570.0,673874.0,689585.0,706301.0,723788.0,741705.0,759663.0,777291.0,794326.0,810597.0,822641.0,829867.0,835587.0,840546.0,845122.0,849505.0,853788.0,857904.0,861709.0,864290.0,865181.0,866553.0
Czechia,6242184.0,6256444.0,6321361.0,6381959.0,6431117.0,6471939.0,6510456.0,6543089.0,6568155.0,6588328.0,6566562.0,6542407.0,6551898.0,6551909.0,6538679.0,6519008.0,6502433.0,6489963.0,6485845.0,6495686.0,6506573.0,6533967.0,6585841.0,6638796.0,6678307.0,6696214.0,6705361.0,6719485.0,6747280.0,6790770.0,6822731.0,6853906.0,6905700.0,6957069.0,7004037.0,7040283.0,7065655.0,7090053.0,7115388.0,7141781.0,7157379.0,7166721.0,7187565.0,7218701.0,7247811.0,7273975.0,7300514.0,7336996.0,7374057.0,7375592.0,7346295.0,7295370.0,7225496.0,7148825.0,7082902.0,7027887.0,6974680.0,6928654.0,6891614.0,6863717.0,6833074.0,6675837.0,6673959.0
Denmark,2940617.0,2976218.0,3012059.0,3041799.0,3065082.0,3084639.0,3102047.0,3118640.0,3133691.0,3149757.0,3172152.0,3191505.0,3205183.0,3219554.0,3229500.0,3234433.0,3242225.0,3255808.0,3273393.0,3294154.0,3316051.0,3338634.0,3359432.0,3374547.0,3386581.0,3397571.0,3409935.0,3426050.0,3438973.0,3448781.0,3462107.0,3476601.0,3488806.0,3499894.0,3510374.0,3525189.0,3539628.0,3547207.0,3552376.0,3556408.0,3560844.0,3567227.0,3573414.0,3578487.0,3583778.0,3590112.0,3598201.0,3608446.0,3620404.0,3627842.0,3629335.0,3627006.0,3624206.0,3627270.0,3637286.0,3656091.0,3677758.0,3693665.0,3704032.0,3710063.0,3713686.0,3722898.0,3745673.0
Djibouti,46011.0,47945.0,50167.0,52789.0,55770.0,58863.0,61937.0,65077.0,68307.0,72165.0,76674.0,81620.0,87158.0,93248.0,100372.0,109138.0,119764.0,132005.0,145080.0,157725.0,168791.0,177834.0,185210.0,192073.0,199992.0,210191.0,223154.0,238568.0,255219.0,276621.0,307384.0,335836.0,334162.0,329100.0,337185.0,342200.0,352680.0,370117.0,391126.0,409439.0,425829.0,442659.0,459454.0,470645.0,477523.0,485434.0,497042.0,511000.0,524878.0,539168.0,553210.0,567001.0,580689.0,594524.0,608791.0,623596.0,638951.0,654802.0,670838.0,686556.0,701531.0,715670.0,729355.0
Dominica,29454.0,29705.0,29909.0,30100.0,30271.0,30422.0,30543.0,30644.0,30750.0,30875.0,31247.0,31940.0,32719.0,33497.0,34267.0,35007.0,35703.0,36354.0,36965.0,37559.0,38145.0,38793.0,39490.0,40098.0,40569.0,40892.0,41061.0,41104.0,41004.0,40710.0,40196.0,39876.0,40020.0,40275.0,40482.0,40658.0,40803.0,40930.0,41034.0,41094.0,41101.0,41271.0,41706.0,42195.0,42640.0,43069.0,43476.0,43877.0,44260.0,44591.0,44843.0,45208.0,45797.0,46133.0,47094.0,48126.0,48531.0,49130.0,49692.0,50330.0,50902.0,51282.0,51532.0
Dominican Republic,1618072.0,1662437.0,1710256.0,1761937.0,1815959.0,1870267.0,1928029.0,1991482.0,2059042.0,2130468.0,2203947.0,2279237.0,2357756.0,2439749.0,2525493.0,2614857.0,2707127.0,2801560.0,2897832.0,2995318.0,3094808.0,3196392.0,3298419.0,3400250.0,3502105.0,3604557.0,3707432.0,3810645.0,3914573.0,4018700.0,4122545.0,4226168.0,4329655.0,4433217.0,4535851.0,4637845.0,4739522.0,4840275.0,4941346.0,5042773.0,5143126.0,5242444.0,5342651.0,5445565.0,5552239.0,5662531.0,5775183.0,5889440.0,6005061.0,6121338.0,6236035.0,6347535.0,6454568.0,6555628.0,6653911.0,6752134.0,6847861.0,6939526.0,7027160.0,7110539.0,7195061.0,7279123.0,7353464.0
Ecuador,2369968.0,2430880.0,2495344.0,2566350.0,2644531.0,2727153.0,2812637.0,2901032.0,2992572.0,3087376.0,3185720.0,3288050.0,3394648.0,3505329.0,3619903.0,3738669.0,3862089.0,3990174.0,4122611.0,4259675.0,4401424.0,4547078.0,4696623.0,4850169.0,5007372.0,5167568.0,5330185.0,5495004.0,5660510.0,5825624.0,5990274.0,6152846.0,6309184.0,6459122.0,6607668.0,6757766.0,6909869.0,7063567.0,7218933.0,7377336.0,7540817.0,7711620.0,7890265.0,8075285.0,8263862.0,8454847.0,8649148.0,8845796.0,9042969.0,9240065.0,9437031.0,9634039.0,9830381.0,10024345.0,10218347.0,10417708.0,10624438.0,10842807.0,11112458.0,11388419.0,11602470.0,11792831.0,11966791.0
El Salvador,1419338.0,1456269.0,1492775.0,1528011.0,1565369.0,1605673.0,1646432.0,1686685.0,1726889.0,1767003.0,1812663.0,1864052.0,1917601.0,1974504.0,2033536.0,2093358.0,2152808.0,2213419.0,2275260.0,2335616.0,2389721.0,2421113.0,2456580.0,2514639.0,2575885.0,2639482.0,2703648.0,2769959.0,2835044.0,2892252.0,2947123.0,3001360.0,3054768.0,3114472.0,3176954.0,3235743.0,3290289.0,3340402.0,3384766.0,3422701.0,3454333.0,3480801.0,3504062.0,3524536.0,3541896.0,3555680.0,3566419.0,3593992.0,3641402.0,3692125.0,3744571.0,3797858.0,3851996.0,3906648.0,3959142.0,4005563.0,4045704.0,4078172.0,4100740.0,4117165.0,4141387.0,4172898.0,4205043.0
Equatorial Guinea,149861.0,152029.0,154418.0,157032.0,160246.0,164053.0,168060.0,172208.0,176254.0,177969.0,176346.0,173006.0,168872.0,164378.0,159765.0,155198.0,150547.0,147405.0,146632.0,147819.0,152023.0,159376.0,169035.0,181969.0,196657.0,209782.0,220922.0,230305.0,238717.0,246860.0,255027.0,263388.0,272079.0,281218.0,291015.0,301668.0,313227.0,325717.0,339129.0,353729.0,370764.0,390561.0,412433.0,436204.0,461616.0,488320.0,515939.0,544195.0,572947.0,602134.0,631716.0,662026.0,692965.0,723959.0,754625.0,784583.0,813581.0,841955.0,870572.0,900257.0,925351.0,949390.0,977879.0
Eritrea,545055.0,559948.0,575237.0,590134.0,604878.0,618402.0,630560.0,643192.0,656384.0,670253.0,684927.0,700500.0,717024.0,734421.0,752445.0,770881.0,789907.0,809868.0,830754.0,852496.0,875280.0,899066.0,923456.0,948411.0,973690.0,998607.0,1023858.0,1048933.0,1073707.0,1097730.0,1119318.0,1060427.0,996502.0,1031544.0,1066096.0,1146041.0,1215780.0,1214515.0,1218735.0,1228123.0,1242029.0,1284633.0,1340694.0,1413373.0,1487572.0,1524177.0,1542864.0,1560614.0,1608887.0,1656963.0,1693784.0,1731378.0,1759434.0,1785807.0,1797287.0,1801414.0,1815669.0,1838000.0,1877723.0,1924325.0,1976297.0,2035003.0,2092169.0
Estonia,803085.0,808961.0,819205.0,831018.0,844083.0,856448.0,866884.0,874639.0,881975.0,890508.0,899873.0,909669.0,918351.0,926781.0,935317.0,943400.0,950508.0,956987.0,962688.0,967216.0,972798.0,980688.0,989675.0,997821.0,1005999.0,1015612.0,1024623.0,1032108.0,1036795.0,1038442.0,1037406.0,1031355.0,1011356.0,984161.0,962564.0,945133.0,931727.0,922626.0,917466.0,929158.0,941321.0,937945.0,934061.0,930328.0,926719.0,922372.0,915462.0,908765.0,904893.0,901239.0,896373.0,889309.0,880189.0,870697.0,861707.0,856276.0,850822.0,846482.0,845484.0,844746.0,842292.0,840607.0,847401.0
Eswatini,172681.0,175568.0,178629.0,181887.0,185853.0,190839.0,196337.0,202073.0,207760.0,213262.0,218740.0,224220.0,229761.0,235438.0,241314.0,247465.0,254023.0,261097.0,268897.0,277297.0,286036.0,293712.0,301777.0,311777.0,322413.0,335123.0,350002.0,366088.0,388757.0,407708.0,424020.0,447689.0,471407.0,489221.0,483201.0,479140.0,495297.0,510116.0,523954.0,537828.0,551111.0,563608.0,575058.0,585307.0,594782.0,603393.0,611490.0,619869.0,628242.0,635905.0,642110.0,647338.0,652567.0,658168.0,664476.0,671547.0,679194.0,687260.0,695797.0,704912.0,715626.0,727016.0,736679.0
Ethiopia,11826165.0,12144912.0,12477627.0,12809039.0,13133531.0,13459816.0,13781672.0,14104331.0,14435141.0,14767157.0,15100792.0,15423891.0,15740383.0,16078968.0,16443052.0,16805064.0,17173530.0,17446044.0,17693256.0,17910396.0,17966905.0,18378871.0,19074192.0,19637495.0,20225974.0,20841055.0,21454424.0,22126207.0,22872103.0,23625179.0,24378488.0,25306664.0,26255130.0,27082543.0,27939064.0,28839954.0,29754494.0,30636014.0,31505992.0,32419918.0,33380131.0,34404804.0,35522706.0,36704384.0,37922984.0,39176833.0,40501323.0,41904878.0,43364378.0,44896266.0,46533575.0,48281304.0,50111192.0,51981291.0,53901969.0,55867552.0,57895064.0,59985968.0,62067687.0,64147672.0,66279326.0,68441736.0,70615185.0
Fiji,199978.0,206397.0,213292.0,220636.0,228407.0,236097.0,243592.0,251115.0,258610.0,266333.0,274430.0,282833.0,291507.0,300352.0,309286.0,318314.0,327673.0,337819.0,348714.0,359787.0,370662.0,381351.0,391802.0,402107.0,412463.0,422549.0,431152.0,437946.0,443530.0,448421.0,453438.0,457126.0,460012.0,463772.0,467725.0,472034.0,478405.0,487425.0,497498.0,507598.0,517225.0,526193.0,534674.0,542849.0,550719.0,558393.0,565856.0,572639.0,578116.0,582368.0,585967.0,589081.0,591590.0,593436.0,594802.0,596070.0,597310.0,598217.0,598753.0,598992.0,600796.0,604407.0,608930.0
Finland,2758982.0,2800637.0,2847308.0,2893075.0,2929871.0,2957576.0,2983517.0,3013503.0,3041209.0,3050645.0,3050589.0,3070070.0,3103738.0,3132676.0,3156498.0,3174221.0,3185506.0,3195107.0,3207298.0,3220857.0,3236466.0,3257494.0,3281958.0,3304833.0,3325745.0,3338646.0,3342962.0,3345440.0,3344810.0,3346792.0,3355727.0,3369870.0,3384938.0,3396122.0,3403789.0,3409589.0,3416505.0,3426968.0,3441552.0,3455387.0,3464352.0,3471758.0,3478324.0,3483581.0,3488772.0,3499298.0,3507266.0,3518847.0,3536864.0,3547864.0,3549606.0,3539610.0,3524876.0,3508386.0,3491693.0,3475929.0,3463631.0,3451227.0,3437072.0,3426873.0,3419944.0,3417691.0,3420394.0
France,28965834.0,29238690.0,29614124.0,30008256.0,30403202.0,30785218.0,31136220.0,31458818.0,31764862.0,32056417.0,32340743.0,32616494.0,32884589.0,33140342.0,33388573.0,33634646.0,33891698.0,34147892.0,34400960.0,34676025.0,35037746.0,35513684.0,36007853.0,36466611.0,36890957.0,37193165.0,37404486.0,37644930.0,37881863.0,38080277.0,38220053.0,38470417.0,38583290.0,38699432.0,38807704.0,38922858.0,39046559.0,39173831.0,39288628.0,39446754.0,39677855.0,39940381.0,40220123.0,40511430.0,40808634.0,41120722.0,41435583.0,41694810.0,41868249.0,41982175.0,42084351.0,42095743.0,42005760.0,41924226.0,41834284.0,41731092.0,41634728.0,41566422.0,41540363.0,41525825.0,41514540.0,41532807.0,41537614.0
French Polynesia,45594.0,46414.0,47339.0,48570.0,50096.0,51742.0,53473.0,55298.0,57234.0,59302.0,61507.0,63886.0,66549.0,69464.0,72510.0,75678.0,78978.0,82455.0,86031.0,89705.0,93565.0,97594.0,101753.0,105521.0,108994.0,112594.0,116126.0,119553.0,122872.0,125943.0,128744.0,131447.0,134137.0,136791.0,139468.0,142370.0,145590.0,149140.0,152897.0,156786.0,160841.0,164924.0,168943.0,173068.0,177181.0,181137.0,184818.0,187726.0,189948.0,191741.0,193133.0,194381.0,195489.0,196546.0,197937.0,199610.0,201214.0,202855.0,204460.0,205826.0,207250.0,208758.0,210302.0
Gabon,312335.0,313976.0,315829.0,317727.0,319742.0,322164.0,324895.0,327788.0,330871.0,335303.0,340793.0,345903.0,350752.0,355681.0,360974.0,366724.0,372955.0,379677.0,386860.0,394437.0,402413.0,410832.0,419682.0,428996.0,438812.0,449186.0,460198.0,471851.0,484105.0,496929.0,510365.0,524470.0,539316.0,554965.0,571412.0,588744.0,607100.0,626418.0,646679.0,667934.0,690305.0,713941.0,738903.0,765288.0,793258.0,823039.0,854857.0,888670.0,924237.0,961372.0,1000174.0,1040614.0,1082486.0,1125185.0,1166762.0,1205425.0,1240618.0,1272870.0,1303743.0,1334534.0,1365646.0,1397191.0,1429309.0
Georgia,2327147.0,2348647.0,2374946.0,2405562.0,2438549.0,2472950.0,2492591.0,2496319.0,2501716.0,2514241.0,2543880.0,2587520.0,2630850.0,2671255.0,2712238.0,2750639.0,2788437.0,2825004.0,2857665.0,2892235.0,2928024.0,2962160.0,2996474.0,3030909.0,3062641.0,3093316.0,3123875.0,3152167.0,3184535.0,3189429.0,3176965.0,3182312.0,3188313.0,3193116.0,3127388.0,3001130.0,2888749.0,2796221.0,2730520.0,2682418.0,2640414.0,2608799.0,2593527.0,2582030.0,2571833.0,2564223.0,2562225.0,2566243.0,2579752.0,2576752.0,2570644.0,2553596.0,2530351.0,2511750.0,2497452.0,2483570.0,2466368.0,2449123.0,2432367.0,2414168.0,2404553.0,2386451.0,2380726.0
Germany,49087200.0,48967259.0,48955708.0,49014231.0,49033259.0,49114828.0,49198400.0,49098900.0,49056075.0,49255985.0,49281574.0,49296569.0,49534072.0,49778985.0,49962659.0,50020033.0,50123464.0,50335783.0,50630716.0,51039669.0,51621171.0,52327724.0,52983012.0,53523737.0,53841127.0,53933079.0,53999475.0,54051619.0,54167870.0,54462370.0,54775060.0,55022968.0,55331456.0,55584804.0,55678803.0,55783193.0,55926158.0,56014679.0,56031389.0,55988420.0,55870870.0,55754780.0,55661657.0,55504907.0,55245312.0,54928804.0,54601018.0,54364149.0,54181517.0,53968471.0,53930401.0,53064867.0,53223281.0,53359211.0,53484793.0,53786433.0,54016360.0,53973322.0,53871540.0,53703580.0,53459730.0,53209258.0,53498805.0
Ghana,3597798.0,3664503.0,3714399.0,3771672.0,3839178.0,3913330.0,3992054.0,4077436.0,4169111.0,4268974.0,4383614.0,4514264.0,4657650.0,4813269.0,4979699.0,5155356.0,5340033.0,5534592.0,5736726.0,5940864.0,6141951.0,6339493.0,6538602.0,6740489.0,6895872.0,7005431.0,7120814.0,7254806.0,7418739.0,7609833.0,7819508.0,8035181.0,8268985.0,8527123.0,8795742.0,9077060.0,9370634.0,9687166.0,10029789.0,10374839.0,10722997.0,11099866.0,11501424.0,11904276.0,12306846.0,12710515.0,13116164.0,13528348.0,13942987.0,14352729.0,14746366.0,15130695.0,15521628.0,15920252.0,16326827.0,16746083.0,17187227.0,17640373.0,18086170.0,18529159.0,18990581.0,19459598.0,19920727.0
Gibraltar,14392.0,14505.0,14722.0,15050.0,15415.0,15773.0,16120.0,16473.0,16843.0,17208.0,17518.0,17700.0,17798.0,17911.0,18034.0,18174.0,18324.0,18444.0,18555.0,18682.0,18813.0,18930.0,18956.0,18879.0,18776.0,18673.0,18573.0,18468.0,18350.0,18242.0,18139.0,18043.0,18032.0,18065.0,18078.0,18103.0,18139.0,18179.0,18198.0,18213.0,18244.0,18287.0,18434.0,18671.0,18908.0,19162.0,19487.0,19875.0,20238.0,20536.0,20716.0,20861.0,21086.0,21167.0,21057.0,20942.0,20824.0,20716.0,20636.0,20573.0,20517.0,20407.0,20284.0
Greece,5444876.0,5480708.0,5507858.0,5522114.0,5532975.0,5543158.0,5562575.0,5585940.0,5603478.0,5610240.0,5613357.0,5630134.0,5659115.0,5675682.0,5685081.0,5723161.0,5795753.0,5859737.0,5930916.0,6007439.0,6079066.0,6157370.0,6228922.0,6304494.0,6377993.0,6447923.0,6514337.0,6577693.0,6638578.0,6707163.0,6810393.0,6920739.0,6997746.0,7059651.0,7116272.0,7173674.0,7226074.0,7274950.0,7323934.0,7355477.0,7381435.0,7407059.0,7414777.0,7410994.0,7406506.0,7400093.0,7397524.0,7401422.0,7402118.0,7391000.0,7360393.0,7304091.0,7224390.0,7140124.0,7065107.0,6995156.0,6942178.0,6905510.0,6872299.0,6845559.0,6808717.0,6749900.0,6689536.0
Greenland,17630.0,18147.0,18721.0,19318.0,19774.0,20424.0,21098.0,22035.0,23060.0,24098.0,25148.0,25902.0,26959.0,27896.0,28810.0,29596.0,30499.0,31144.0,31751.0,32677.0,33741.0,34968.0,35935.0,36864.0,37640.0,38183.0,38440.0,38788.0,39103.0,39213.0,39118.0,38728.0,38301.0,37951.0,37894.0,37940.0,37951.0,37986.0,38051.0,38089.0,38260.0,38514.0,38863.0,39143.0,39408.0,39595.0,39647.0,39641.0,39599.0,39674.0,40171.0,40266.0,40300.0,40135.0,40035.0,39905.0,39932.0,39859.0,39645.0,39632.0,39520.0,39461.0,39168.0
Grenada,44266.0,44576.0,44812.0,45019.0,45201.0,45349.0,45469.0,45570.0,45688.0,45862.0,46380.0,47291.0,48246.0,49103.0,49842.0,50455.0,50909.0,51191.0,51317.0,51296.0,51355.0,52107.0,53555.0,55063.0,56328.0,57138.0,57311.0,56948.0,56337.0,55822.0,55626.0,56136.0,57066.0,57815.0,58428.0,59051.0,59662.0,60273.0,61006.0,61817.0,62694.0,63752.0,64981.0,66426.0,68018.0,69543.0,70972.0,72287.0,73486.0,74573.0,75552.0,76423.0,77242.0,78046.0,78808.0,79532.0,80116.0,80569.0,80988.0,81375.0,81841.0,82348.0,82749.0
Guam,43206.0,43938.0,44906.0,46041.0,47220.0,48298.0,49220.0,49999.0,50701.0,51401.0,52337.0,53653.0,55205.0,56909.0,58722.0,60565.0,62365.0,64099.0,65818.0,67517.0,69287.0,71238.0,73341.0,75585.0,78004.0,80581.0,83166.0,85647.0,87981.0,90109.0,91700.0,92815.0,93892.0,95020.0,96212.0,97454.0,98694.0,99946.0,101220.0,102499.0,103493.0,104090.0,104575.0,105064.0,105626.0,106274.0,106959.0,107678.0,108375.0,108957.0,109228.0,109193.0,109032.0,108761.0,108388.0,107926.0,107393.0,106807.0,106178.0,105512.0,105501.0,106149.0,106682.0
