Country Name,1990,2000,2015
Afghanistan,1309.672466805,2280.088881826,3993.83610705
Albania,596.86092547715,790.05473415509,827.69395654173
Algeria,5850.9057641325,7652.3558361744,9357.0997471495
American Samoa,11.913868005385,11.913868005385,23.43530367779
Andorra,18.0436834805,31.854123801,30.9358154312
Angola,1559.94768115246,2010.4416603827,2991.3469865533
Antigua and Barbuda,26.25936951578,28.94490906874,31.86330246835
Argentina,8570.4179461242,10030.146186676,11432.7305610191
Armenia,874.969537926,887.446253324,922.33502653
Aruba,72.3108893004,87.35285803815,97.34080781558
Australia,10027.780417343,10794.841680659,11945.986036946
Austria,2512.61623932,2685.348713011,2973.712010219
Azerbaijan,1823.90461321,2145.736266697,2589.858867181
Bahrain,259.0865296102,284.019768575,330.2917370002
Bangladesh,46298.409398434,51109.24139721,56970.02069378
Barbados,160.61493280911,174.79495313395,187.58808114682
Belarus,3179.480134043,3170.850644675,2882.604490276
Belgium,6642.2052147843,6961.534982994,7730.879239745
Belize,67.2068537478,97.0804126788,122.899862862001
Benin,1014.6356801175,1413.5481945591,2005.9093441513
Bermuda,33.36227176549,34.09296538802,41.96724761788
Bhutan,11.49908491969,14.42047259583,28.60276836902
Bolivia,1214.23819343,1503.991444238,1767.519043522
Bosnia and Herzegovina,1316.158258267,1469.420647608,1641.927708162
Botswana,489.3486319934,659.12530727,804.345993534
Brazil,34620.952425119,41034.544256159,45853.339612948
British Virgin Islands,0.0,7.26270665788,14.44612027988
Brunei Darussalam,115.2252348347,164.2445019451,199.17236852322
Bulgaria,2458.27458257894,2298.23006524629,2109.34419338666
Burkina Faso,940.209081152,1212.414139403,1599.295141703
Burundi,416.061402492,568.54775748,887.842343383
Cabo Verde,48.22070506308,54.82349151835,59.554326767999
Cambodia,949.82475996064,1517.03565426344,1838.75313177294
Cameroon,1564.19766063064,1999.38691517046,2352.11104215641
Canada,11777.1678717079,12775.5617567098,13983.1142967339
Cayman Islands,17.039544197728,27.61728553966,43.96772397219
Central African Republic,354.0929459723,438.3968809261,535.375880953
Chad,528.105601288,705.178164059,948.824137612
Chile,2594.7194166335,3089.1963772392,3579.6703573598
Colombia,4018.9784971614,4621.6506242638,5114.5584541567
Comoros,65.589861280211,67.724593588121,142.53415404781
Costa Rica,963.9493329708,1204.713390047,1475.94358331317
Croatia,1642.07155197418,1624.88270913514,1648.41307213538
Cuba,2455.196357536,2749.245639152,3053.18468179
Cyprus,316.21280483177,396.87767168529,518.98037655244
Czechia,3545.584422921,3671.506244637,4023.3993128
Denmark,2017.3840957102,2103.7653178079,2235.4865365007
Djibouti,35.53196287717,37.29893894311,51.25016233939
Dominica,15.19067001625,18.842637638535,20.999402631043
Dominican Republic,1442.2313157003,2007.750940419,2504.4863586839
Ecuador,1623.3629532055,1984.9157484311,2293.8454686048
El Salvador,928.5674049939,1259.0012304551,1559.8746058082
Equatorial Guinea,79.26024406695,104.61637445089,136.73434418639
Eritrea,187.49975158554,234.86606434972,331.19181850798
Estonia,346.34631663069,435.35259762988,449.97232757147
Eswatini,82.6204962246,126.921333477,177.918670865
Ethiopia,2800.53822256,3934.94802042,5760.6647148
Fiji,81.44603655778,83.80931876143,117.25678130726
Finland,1995.7169364328,2121.4971932498,2242.6594416467
France,19344.025341062,20827.760948228,23030.660881956
French Polynesia,66.53763311363,77.33339107498,84.93705085884
Gabon,236.83329412357,268.99227458646,311.59997007957
Georgia,1413.32467206181,1348.86491755873,1130.1634098862
Germany,34563.291164689,36535.101513222,36996.443574016
Ghana,3298.2838473911,4195.5921859384,5559.5497888859
Gibraltar,7.398828951639,7.398828951639,7.398828951639
Greece,2370.8795704057,2664.3333004573,2748.6634607268
Greenland,0.912475598976,2.5829688655263,2.5829688655263
Grenada,44.09126916462,63.28370897771,68.51966222491
Guam,76.92088804301,79.73729674423,83.79810474723
Guatemala,1587.44832249959,2177.21079543308,2900.62182785529
Guinea,810.73282096936,1090.31591525,1390.66357912241
Guinea-Bissau,133.1412343813,164.24678315426,196.26400685892
Guyana,160.317344807576,169.319712959876,165.726375442426
Haiti,1006.2307852477,1205.5777111173,1326.1041259626
Honduras,817.13705643949,1125.80097481509,1576.92823835852
Hungary,3743.427075308,3899.667157369,3928.8336649
Iceland,70.714890102567,94.28706086496,107.56003068127
India,98799.60601408,125554.29766387,171839.18292269
Indonesia,43593.45193756,56810.41510525,67755.1345869
Iraq,3488.0363771179,4482.2222871462,6572.9688676668
Ireland,854.4926512758,976.5798207758,1261.3899500179
Isle of Man,29.69530250086,31.50907463166,38.31179957601
Israel,1730.5817759416,2233.6876193126,2743.7336323641
Italy,18122.179719957,19312.583044819,20916.723170164
Jamaica,765.2656167902,900.4417523259,1022.3342016496
Japan,50992.76311205,52716.86291099,53452.06097573
Jordan,1053.32480507606,1569.50169499835,2170.09018740478
Kazakhstan,5659.33129713,5709.25132111,6363.38993307
Kenya,1418.43057029915,2197.79003314991,3416.83689169865
Kiribati,1.0857272413564,1.333440939431,5.187512818374
Kuwait,596.2975091176,636.6046667311,772.9420164889
Latvia,810.5150964718,783.9410577866,676.2682094441
Lebanon,904.83060504933,1160.2180874966,1871.96834566438
Lesotho,192.607617298,231.5941755232,249.9415822788
Liberia,426.2282873041,516.7008009045,652.5563654118
Libya,2116.5925070777,2510.010888559,2958.151043108
Liechtenstein,26.8682018407,32.3760868274,38.3559506517
Lithuania,1187.72445591401,1242.43317353756,1185.85017138378
Luxembourg,187.0335327125,208.0600101873,283.4979814884
Madagascar,768.5422974461,1127.09160013056,1660.5857750213
Malawi,401.659663474,530.135803877,770.86144894
Malaysia,7531.974293058,9469.324429869,11417.635397424
Maldives,14.255989044599,14.791442647616,14.354530593667
Mali,923.694601746,1118.293872487,1505.01865677
Malta,158.463668072689,166.251930471697,173.523418827177
Marshall Islands,4.307763281416,6.569878989044,8.618052053411
Mauritania,254.95171308699,298.94962576366,373.5388785956
Mauritius,311.35414443167,323.57012570872,475.80354239703
Mexico,17098.266372247,21841.732487621,28588.131604943
Moldova,1610.963555587,1568.589936448,1576.100252165
Mongolia,305.607481828,331.570432837,354.977871666
Montenegro,259.26134938785,281.62536653705,294.64919953349
Morocco,3059.0001060017,3858.4642123147,4621.3482508848
Mozambique,1721.5172686525,2231.822115818,2943.1988638828
Myanmar,3340.8028190284,4901.510559999,5783.529448955
Namibia,168.039303432976,267.30578628942,342.317614387356
Nauru,6.88847097568,6.98027799837,6.98027799837
Nepal,2178.460216849,1888.331119057,3041.754743167
Netherlands,6941.632232746,7724.295165979,8322.489140267
New Caledonia,42.71228931099,50.13103992308,89.0001338187
New Zealand,1740.8617892955,1840.8777891166,1970.2923058736
Nicaragua,680.79419993099,818.2837511584,992.82935686176
Niger,612.223880013,792.176001659,1313.950219126
Nigeria,15004.189086348,18771.468907667,25189.868658669
North Macedonia,569.744911154,641.064557603,701.267863161
Northern Mariana Islands,25.55856573486,30.64031680955,25.55856573486
Norway,1674.28988287485,1793.04451938675,2007.78451002665
Oman,712.62397543885,983.31574603109,1500.4942670095
Pakistan,9769.5392771029,18284.7254305911,39082.0219712556
Palau,4.89320180006,4.89320180006,4.89320180006
Panama,696.37726884993,868.8400231741,1070.9807851155
Papua New Guinea,279.63313532208,320.6937924141,415.3979694972
