Paraguay,936.066655896,1124.887336219,1320.83127312
Peru,2584.0411999446,2964.8029127171,3457.8679334828
Philippines,7769.962461667,9407.764673368,12151.465331954
Poland,12463.9897523084,13503.1028531104,14773.8047216808
Portugal,3898.8335381078,4069.3364688918,4165.1466845851
Puerto Rico,2004.0693856062,2284.4595736402,2390.7313461592
Qatar,349.3405435906,416.72050111764,678.0532012112
Romania,5701.55089285253,5588.37440686281,5124.83437695558
Rwanda,794.945566324,991.884960256,1506.225742599
Samoa,15.22739576177,17.16251509641,46.6826444205
San Marino,17.4402822107,18.6112290323,22.0137373377
Sao Tome and Principe,8.49129305885,12.00397061289,10.250144466754
Saudi Arabia,4925.5365305273,6050.7449820894,7756.634131739
Senegal,855.2445520298,1047.2480902162,1566.4038213702
Serbia,2406.75905632,2511.142793042,2323.390620357
Seychelles,8.770279677587,12.09646166302,13.36753015034
Sierra Leone,376.9897640845,487.4739076209,713.58051596621
Singapore,420.68631243053,427.637087243538,454.083842663704
Slovak Republic,1602.722105864,1666.238739195,1805.386355954
Slovenia,735.43864021051,763.12914231511,804.81156983879
Solomon Islands,13.704975608692,21.96598239238,37.833488396338
Somalia,807.22632517012,895.76272176713,1451.27476161036
South Africa,10324.5223022098,13237.851396307,15118.6620802909
Spain,12524.454030086,13941.633079322,15655.069409499
Sri Lanka,2517.5845284628,3035.13508699,3627.830500845
Sudan,2248.01110046374,2928.38470101642,3789.64446851927
Suriname,126.23870024954,179.48168035293,261.3952571006
Sweden,3771.8122801669,3846.6625794668,4064.228260083
Switzerland,3066.311174795,3388.774180366,4016.815073034
Syrian Arab Republic,3065.48125082471,4189.8084837048,5092.2501822119
Tajikistan,2447.739098735,2983.00338548,3745.362280764
Tanzania,2743.6695288778,3766.2190012778,5282.8699697124
Thailand,12420.820841777,16567.840710208,19506.66092189
Timor-Leste,41.637910283672,58.74173346666,74.47177288071
Togo,563.69570918782,728.3337347472,895.2206285914
Tonga,29.07690714389,26.05533072814,29.64733846208
Trinidad and Tobago,648.60209913889,715.56264136699,812.96086791395
Tunisia,2135.1017614404,2481.176695368,2877.948643634
Turkmenistan,1275.047336794,1743.072906522,2004.623641174
Turks and Caicos Islands,0.0,9.88598269166,24.42843303038
Tuvalu,0.0,0.0,0.0
Uganda,1690.70118101,2506.723587437,3854.11813924
Ukraine,17618.8557873471,17214.0328453386,16271.2950148036
United Arab Emirates,1060.873607515,1386.317341611,2263.10504571
United Kingdom,21541.503078803,21830.391507229,22675.976252161
United States,145961.87923442,165933.172326772,186573.446684379
Uruguay,836.6392554592,953.2953664712,1017.8713686083
Uzbekistan,10833.61842591,13159.14531138,15432.20254693
Vanuatu,11.13707165793,17.942869940746,27.94289546269
Viet Nam,19737.48115501,24722.19864016,28615.40605963
Zambia,1433.01889086,1684.217586647,2079.135102238
Zimbabwe,1384.308393719,1714.541408567,2024.485896677
